Object|Type|Class|Appears_in
Anno ab incarnacione domini nostri Jhesu Christi . dcc . lxxii . Indictione . x . mensis Augusti . die . xv .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0108.html
anno incarnationis Christi . dcc o . lxxx o. indictione tertia . die quo passio sancti Mauricii a fidelibus cælebrati .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0116.html
Anno incarnationis dominicæ . dcc . lxxx . indictione . iii . regni mei anno . xx . iii . mense Septembri . die quo passio Thebaidæ legionis a fidelibus Dei famulis celebratur .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0118.html
anno ab incarnatione Christi . dcclxxxi . indictione quarta die natali sancti Stephani martyris .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0120.html
die secundo n[a]t[ivitatis] domini . id est . eo die quo primicerii martyrum beati Stephani nativitas celebratur|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0120.html
Secundo die nativitatis domini . in die festivitatis beati Stephani martiris concedendo donavi . firmamque perpetualiter munio ; Anno ab incarnatione Christi . dcclxxxi . indictione quarta .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0121.html
Anno dominicæ incarnationis . dcc . xc. Indictione xiii . Anno namque regni mei . xxxiii . cum his testibus , secundo die pascæ, pridiae idus Aprilis|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0133.html
anno dominicæ incarnacionis .dccxcv. Indictione .v. et regni Offanis .xxxv. sub .iiii. nonas Maias .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0138.html
anno dominice incarnacionis .dccxcv. et regni regis Offanis .xxxv. indiccione .v. sub .iiii. nonas . Maias .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0138.html
Actum est xvi . kalendus agusti indictione vii . anno regni nostri . iii .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0156.html
secunda die pasce|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0157.html
xvi . k'l m?i . et eodem die pascha celebratur|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0163.html
Anno vero incarnationis ejusdem salvatoris mundi domini nostri Jhesu Christi . dccc o . xi o . indictione autem . iiii . Imperii vero nostri a Deo dato anno . xvi . die . vero . v . Id . Nov .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0167.html
Anno autem incarnationis ejusdem domini salvatoris mundi Jhesu Christi . dccc o . xi o . indictione vero . iiii a . Porro quoque imperii piissimi regis Merciorum Coenu'u'lfi anno . xv o . praesulatus etiam Uulfredi archipontificis anno. vi o . prima kalendarum die augustarum|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0168.html
Actum est anno dominicæ incarnationis . dccc o . xii . Indictione . v . In vico regis Lundon' . die . ii . kl' . Novembr' .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0170.html
Anno .dccc.xiiii. indictione .vii. in vico celeberrimo qui vocatur Tomoworðig . die . vii o . kl' Januarii . regni autem nostri a Deo concessi .xviii. anno .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0172.html
anno . dcccxiiii . indictione . vii a . die . vii . Kalendas Januarii .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0174.html
die . vii a . kl decembres .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0177.html
anno dominicæ incarnationis . dccc o . xv o . Indictione . vii a . regni siquidem nostri . xviiii o . anno . In vico regis qui dicitur Uuicbold . die . xiiii o . Kl' apriles .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0178.html
anno dominice inca[r]n[a]ti[onis] . dcccxxii . indicti[one] . xv . die vero . xv . k'l octob' .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0186.html
anno dominice incarnationis . dccc . xxiii . indictione . i . die vero . vii . k'l Junias|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0187.html
die . v feria kl' Septemb'|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0188.html
in pascha|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0192.html
anno dominicæ incarnationis . dccc o . xli o . indictione . iiii . in die natalis domini .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0193.html
anno dominice incarnationis . dccc o . xli . indictione . iiii . in die natalis domini|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0193.html
Anno incarnationis domini nostri Jhesu Christi . dccc o . xli o . indictione . iiii a . in die natalis domini .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0195.html
in natali domini æt Tomanworðie . istis testibus confirmata . anno domini . dccc . xli . regis præfati . iii . anno . indictione vero . iii .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0196.html
anno dominicæ Incarnationis . dccc o . xlv o . Indictione . viii a . in loco regali qui dicitur . Tomeuuorðig . in nativitate . domini .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0198.html
Anno dominici incarnatione . dccc . lvii . indictione vero . v . in loco famosa qui dicitur Tomanworðig in sancta pascha domini .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0208.html
die autem in . viii . K'l agustus quo missa beati Jacobi apostoli celebratur . Anno ab incarnatione Christi . dccc . lxiiii . indictione . xii . Burhrede rege regnante . xiii . anno .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0210.html
anno diuine incarnationis sicut supra inuenitur, et die .v. idus Septembris|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0225.html
anno ab incarnatione Domini .dclxxiii., indictione .xi., mensis Augusti die tertia.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0232.html
indictione . i ., anno ab incarnatione domini sexcentesimo octogesimo octavo, mense Augusto , quarta decima kalendarum Septembrium die|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0234.html
Anno incarnationis salvatoris humani generis dclxiii . Indictione sexta xiiio kalendas Augusti .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0238.html
tercio nonas mensis Iulii, indictione .xii., anno ab incarnatione Christi .dclxxxvii.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0239.html
anno DCXCIII incarnacionis Christi indiccione sexta iij Kal: Januarii.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0240.html
viio. kalendarum Juniarum die , indictione . iida . anno ab incarnatione Christi . dciiiito .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0245.html
anno ab incarnatione domini . dcc . secundo , indictione quarta mense Junio .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0247.html
indictione .iiii., mense Iunio, anno ab incarnatione Domini .d.cc.v.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0248.html
anno ab incarnatione domini nostri Jhesu Christi dccxxxviiii . Indictione vii . die . iiii . Iduum Aprilium|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0255.html
"Anno dominicæ incarnationis .dcccxxv.
Indictione .iii. .xiiii.
kl' Septembris . sub testimonio episcoporum
ac procerum suorum quorum
nomina in superfitie huius cartulæ
ascripta inferius leguntur .
Deinde istius agelluli privilegii
singrapha caraxatum est in Homtune
.vii. kl' Januarius . quando
natalem sancti Stephani prothomartyris
celebramus die secunda
dominicæ incarnationis ."|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0272.html
"Anno dominicæ incarnationis . dccc xxv .
indictione . iii . xiiii . kl' Sept' . sub testimonio episcoporum ac
procerum suorum quorum nomina in fronte huius cartulæ ascripta
leguntur . Deinde istius agelluli privilegii singrapha caraxatum est
in Omtune . vii . kl' Januar' ."|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0273.html
"anno dominice
incarnacionis .dcccxxxiii., indiccione .xii., die qua sancti Stephani
prothomartiris"|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0277.html
"in Pascha in
Dorchecestre, et posterea uice eandem donationem liberaliter in
Natali confirmauimus, anno imperii nostri .xxxiiii."|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0278.html
anno dominice incarnationis . dccc . xxxviii . indictione . i . iii . feria . die . vero . xiii . kl' Decembr' .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0286.html
anno ab incarnatione Christi . dccc . xli . indictione . iiii . die qua Sancti Stephani protomartiris|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0290.html
anno dominicæ incarnacionis .dcccxliiii. indictione .vii. die quoque Nonas Novembris|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0294b.html
anno dominicæ incarnationis 855 . indictione tertia , nonas Novembris|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0294a.html
anno dominice incarnationis . dcccxliiii . indictione . iiii . die quoque nonas Nouembris|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0294.html
anno dominice incarnationis .dcccxiiii. indictione .iiii. die .v. nonas Novembris|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0294a.html
anno dominicæ incarnationis .dcccxlv. indictione .viii. die .ii. feria .xvi. kl' Decemb'|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0296.html
anno dominice incarnationis .dcccxlv., indictione .viii., die .xvi. kalendarum Decembris|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0297.html
secunda die natalis domini|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0298.html
anno ab incarnatione Domini nostri Iesu Christi .dcccliiii., indictione .ii., die paschali|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0302.html
Anno dominicæ incarnationis . dccc . liiii . indictione . ii . die vero paschali|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0304.html
anno dominici incarnacionis .dcccliiii. Indictione .i. die vero paschali|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0305.html
Anno ab incarnatione domini nostri Jhesu Christi . dcccliiii . Indictione . ii . Die vero paschali|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0307.html
Anno dominicæ incarnationis . dccc . et . liiii . Indictione . i . pascali|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0309.html
Anno dominicæ incarnationis . dccc et liiii . Indictione . i . pascali|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0310.html
Anno dominicæ incarnationis . dccc et liiii . Indictione . i . pascali|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0311.html
Dominicæ Incarnationis anno octingentesimo quinquagesimo septimo , die undecimo Nonas Novembris indictione septima . Anno vero regni mei decimo nono|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0318.html
eahta hund wintra 7 feower 7 sixtig . 7 in þam tacencircole þæt twelfte gear . ðe dæg wæs septimo kalendis Ianuariis .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0333.html
anno dominicae incarnationis . dccc.x.ci. indictione .vii. die . vero .iii. nonas Augusti .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0347.html
Anno ab incarnatione domini nostri Jhesu Christi . dcccclxxviiii . Indictione . xiiii . kal' . November|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0352.html
in mense Octobri, Indictione nona|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1167.html
in mense Octobris, indictione ixa.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1168.html
mense Julio, tricesima die mensis ejusdem , indictione . xiii.a , anno ab incarnatione domini . 'dc' . octogesimo quinto .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1169.html
mense Augusto , indictione prima , anno ab incarnatione Christi, dcmo. lxxx.o viiivo.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1170.html
mense Martio|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1171.html
Actum die .xi. Iulii mensis, anno .xxxiii. regni regis Wihtredi, indictione .vii.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1180.html
anno dominicæ Incarnationis . dcccxlva , I[ndictione , viii , die do]minico , vi , Id' Novemb'|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1194.html
vii. kalendas Septembris anno incarnationis Christi .dcmo.lxxo.vto.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1245.html
in mense iulio, indictione sexta|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1247.html
Junii mensis . indictione . vi . Anno ab incarnatione domini sexcentesimo nonagesimo . iiio|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1248.html
mense Julio, pridie nonas, indictione quinta, anno incarnationis ejusdem . dclxxx.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1249.html
anno dominicæ incarnationis . dccco . iiio . Indictione . xi . die . ii . Non' . Octob'.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1260.html
anno dominicæ incarnationis . dccc . xi . indictione enim . iiiia . imperii autem Coenuulfi regis . xv . anno praesulatus autem Wulfredi archiepiscopi anno . vi . die autem undecimo k'l mai' .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1264.html
anno dominicæ inkarnationis . dcccxx . iiii . indictione . ii . die . x . kl' Augusti .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1266.html
Anno ab incarnatione domini . dccciii . indictione . xi . die quarta idus octobris .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1431b.html
anno vero dominicæ incarnationis . dcccoiiio . indictione . xia . Dei . iiiia . idus octobris .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1431a.html
Haec autem pacis conciliatio . facta est sub die . iiii . Idum Octobrium .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1431.html
a die . iiia . k'l Novembris.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s1433.html
Sancitum est hoc privilegium Anno dominicæ Incarnationis Sexcentesimo . Sexagesimo quarto . Uulferi Regis septimo . Deusdedit Nono . quod nullius insana et punienda cupiditas violet.|Episcopal Dating|Dating clause|https://aschart.kcl.ac.uk/charters/s0068.html
anno beatissimus Aeðilheardus arh[ci]epis[copus] migrabatur ad caelestia regna|Episcopal Dating|Dating clause|https://aschart.kcl.ac.uk/charters/s0161.html
Anno autem incarnationis ejusdem domini salvatoris mundi Jhesu Christi . dccc o . xi o . indictione vero . iiii a . Porro quoque imperii piissimi regis Merciorum Coenu'u'lfi anno . xv o . praesulatus etiam Uulfredi archipontificis anno. vi o . prima kalendarum die augustarum|Episcopal Dating|Dating clause|https://aschart.kcl.ac.uk/charters/s0168.html
Anno quoque incarnationis Dei et salvatoris mundi . dccc o . xii o . indictione . v . Regni quoque gloriosissimi Merciorum regis Coenuulfi anno . xvi o . Præsulatus etiam anno Uulfredi archiepiscopi . vii o .|Episcopal Dating|Dating clause|https://aschart.kcl.ac.uk/charters/s0169.html
anno dominicæ incarnationis . dccc . xi . indictione enim . iiiia . imperii autem Coenuulfi regis . xv . anno praesulatus autem Wulfredi archiepiscopi anno . vi . die autem undecimo k'l mai' .|Episcopal Dating|Dating clause|https://aschart.kcl.ac.uk/charters/s1264.html
Anno ab incarnatione ejusdem Dei et redemptoris mundi . d . ccc . xiii . Indictione . iii . præsidente Christi gratia archipontifice Wlfredo metropolitano sedem ecclesiæ Christi quæ sita est in Dorovernia civitate anno . iiii .|Episcopal Dating|Dating clause|https://aschart.kcl.ac.uk/charters/s1265.html
Anno ejusdem sacre incarnationis . dccc . lxxxviiiio . Indictione . viia . ego Werfryð episcopus anno præsulatus mei . xvi .|Episcopal Dating|Dating clause|https://aschart.kcl.ac.uk/charters/s1415.html
Anno vero . dominicae incarnationis . dcccoxxiiiio . indictione . ii . Congregatum est synodus in loco celebri ubi nominatur aet Clofeshoum . praesidenti autem Beornuulfo regi Merciorum . anno . ii . regni ejus . atque Uulfredo archiepiscopo anno . xviiiio .|Episcopal Dating|Dating clause|https://aschart.kcl.ac.uk/charters/s1434.html
Anno vero dominicae incarnationis . dcccxxva . indictione . iiia . de diversis Saxoniae partibus congregatum est synodale concilium in loco præclaro quæ nominatur aet Clofeshoum . praesidente autem huic venerabili concilio Uulfredo archiepiscopo . anno . xxo . episcopatus sui . Seu etiam Beornuulfo regi Merciorum . anno . iiia . regni ejus .|Episcopal Dating|Dating clause|https://aschart.kcl.ac.uk/charters/s1436.html
mense Aprilio . sub die iiii . kalendas Maias . indictione vii|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0001.html
anno ab incarnatione Christi .dcv., indictione .vi|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0002.html
anno ab incarnatione Christi .dcv., indictione .vi.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0003.html
Actum est autem anno ab incarnatione saluatoris nostri Iesu Christi sexcentesimo octauo decimo, indictione .iiii.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0006.html
anno regni nostri primo, indictione tercia, sub die kalendarum Aprilis|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0007.html
Actum in mense Iunio, indictione .xiiii.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0009.html
anno ab incarnatione Christi .dcxci., indictione .iiii., .viii. die mensis Ianuarii, prima feria|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0010.html
anno secundo regni nostri, indictione secunda, sub die kalendarum Martis|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0010.html
Actum in mense Iulio, indictione secunda.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0012.html
Anno secundo regni mei, indictione autem tertia, sub die .vi. kalendarum Februarii|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0013.html
Actum .xvi. kalendas Augusti, indictione .vii., anno regni nostri tertio|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0015.html
Actum in mense Martio, indictione nona.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0016.html
Actum est hoc in loco qui dicitur Berkamystede, indiccione nona, anno regni nostri .v., in mense Februarii.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0017.html
Actum in mense Julio indictione xma .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0019.html
Actum die .vi. idus Aprilis, anno regni mei .viii., indictione .xii.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0020.html
Actum in mense Julio Indictione xiiima.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0021.html
Anno ab incarnatione domini . dcc . xvi . Indictione . xiii . Anno primo regni regis Æþelbaldi Merciorum .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0021.html
[Actum est] die vicesima Februarii mensis . anno regni nostri septimo . Indic[tione q]uinta decima|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0023.html
Anno dominicæ incarnationis . dccxli . Indictione iii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0024.html
Actum pridie idus Octobris, anno ab incarnatione Domini .dccxxvii., indictione .x.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0026.html
Actum mense Aprili . indictione . vi . anno ab incarnatione Christi . dccxxxviii.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0027.html
Anno ab incarnatione Christi . dcclxii . indictione . xv|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0030.html
Actum indictione . xv . anno dominice incarnationis . dcclxii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0032.html
Anno Incarnationis Dominicae . dcccv . nostri regni concessi a Deo . v . Indictione xiiii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0039.html
Anno ab incarnatione domini nostri Jhesu Christi dcccovo indictione xiii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0040.html
[Scripta est autem hec cartula anno] ab incarnatione Domini .dcclxxv., indiction[e .ii.]|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0043.html
Scripta est hec cartula anno ab incarnatione Domini .dcclxii., indictione .iii., mensis Augusti die .iii.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0048.html
anno recapitulationis Dionysii , id est , ab incarnatione domini nostri Jhesu Christi sexcentesimo septuagesimo sexto , indictione quarta , mense Novembris . viiio idus Novembris .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0051.html
Anno recapitulationis Dionisi . id est ab incarnatione Christi sexcentessimo . octuagessimo indictione sexta revoluta .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0052.html
Hæc carta scripta est anno dominicæ incarnationis .dcco. vio. Indictione . iiiia.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0054.html
in mense februarii indictione xiia . anno vero ab incarnatione Christi . dccoloviii[i] .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0056.html
Conscripta est autem hæc donatio anno ab incarnatione domini nostri Jhesu Christi . dcc . lxvii . indictione vi . lunari . v .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0058.html
Conscripta est [autem hæc donatio anno ab] incarnatione domini nostri Jhesu Christi . dcc . lxx . Indictione viiii . decenovi . xi . Lun' . viii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0059.html
Conscripta est autem hæc donatio anno ab incarnatione domini nostri Jhesu Christi . dcclxx . indictione . viiii . decennovenal' . xi . . lun . viii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0060.html
hæc kartala scripta Anno ab incarnatione domini nostri dcc . iiii . indictione . ii . tertia decima die mensis Junii quod est idus Junii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0065.html
Scripta est autem hæc cyrographi cartula , anno ab incarnatione domini . dclxxx . Indictione . ix .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0071.html
Scripta est autem hæc cirographi cartula anno ab incarnatione domini .dclxxxi. , indictione .ix.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0073.html
Acta sunt haec anno dominicæ incarnationis . dcc . ix indictione . iiii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0079.html
Acta est autem hec donatio. anno incarnationis Christi . dcc.xviii . indictione . x .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0084.html
Actum autem hoc meæ concessionis donum anno dominicæ incarnationis . dcc . xviii . indictionis . x .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0085.html
Actum est die .iiii. kalendarum Nouembris, anno .i. regni mei, indictione .xv.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0086.html
actum mense septembrio die indictionis, ii, anno regni nostri xvii|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0088.html
anno vero dominicæ incarnationis dccxlii . Indictione . x . et regni Æðelbaldi regis Merciorum . xxvii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0090.html
Actum mense Maio in ciuitate Lundonia, indiccione .xiiii., anno ab incarnacione Christi .dccxlviii.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0091.html
Huius scedulæ scriptio dominicæ incarnationis anno . dccxlviiii . indictione secunda in loco celebre cujus vocabulum est Godmundeslaech . xxxiii . anno Ædelbaldi regis peracta est|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0092.html
Peracta est autem hæc donatio in mense Februario . indictione xii . anno vero ab incarnatione Christi dcclviii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0104.html
anno dominice incarnationis . dcclxiiii . indictione . ii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0105.html
Anno ab incarnacione domini nostri Jhesu Christi . dcc . lxxii . Indictione . x . mensis Augusti . die . xv .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0108.html
anno ab incarnatione Christi indictione 13tia|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0109.html
Scriptum est hoc anno ab incarnatione Christi .dcclxxviii. Indictione .xv. anno decen . xviii . lun. .xv.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0113.html
Conscribta est 'autem' hæc munificentia piissimi regis Offan anno ab incarnatione Christi . dcclxxviiii . Indictione secunda . anno decennovenali primo . lunari . xvii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0114.html
Conscripta est hæc cartula anno ab incarnatione Christi . dcclxxviiii . indictione secunda . anno decennovennali primo . lunari . xvii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0115.html
anno incarnationis Christi . dcc o . lxxx o. indictione tertia . die quo passio sancti Mauricii a fidelibus cælebrati .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0116.html
Anno incarnationis dominicæ . dcc . lxxx . indictione . iii . regni mei anno . xx . iii . mense Septembri . die quo passio Thebaidæ legionis a fidelibus Dei famulis celebratur .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0118.html
anno ab incarnatione Christi . dcclxxxi . indictione quarta die natali sancti Stephani martyris .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0120.html
Secundo die nativitatis domini . in die festivitatis beati Stephani martiris concedendo donavi . firmamque perpetualiter munio ; Anno ab incarnatione Christi . dcclxxxi . indictione quarta .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0121.html
Actum anno dominice incarnationis . dcclxxxix . indictione . xii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0131.html
Anno dominicæ incarnationis . dcc . xc. Indictione xiii . Anno namque regni mei . xxxiii . cum his testibus , secundo die pascæ, pridiae idus Aprilis|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0133.html
anno dominicæ incarnacionis .dccxciii. indiccione .iii. anno vero Offan regis Merciorum .xxxvi.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0136.html
anno dominicæ incarnacionis .dccxcv. Indictione .v. et regni Offanis .xxxv. sub .iiii. nonas Maias .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0138.html
anno dominice incarnacionis .dccxcv. et regni regis Offanis .xxxv. indiccione .v. sub .iiii. nonas . Maias .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0138.html
Et actum est anno ab incarnacione Christi . dcc . xc . vi . indictione . iiii a .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0149.html
Anno dominice incarnacionis septingentesimo nonagesimo sexto . indiccione quarta . primo vero anno regni nostri|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0150.html
anno dominice incarnacionis . dcc . xcvi . indiccione . iiii . primo autem anno regni nobis|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0151.html
anno dominice incarnationis . dcc . xc o . viiii a . indictione . vii a .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0154.html
anno dominicae incarnationis . dcc o. xc o. viiii o. in vicu regio æt Tome worðige . qui est tertius annus inperii nostri indictio[ne] . vero . vii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0155.html
Actum est xvi . kalendus agusti indictione vii . anno regni nostri . iii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0156.html
Actum est anno aduentus Domini .dccciiii., indictione .xii. et regni regis Coeneuulfi anno .viii.|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0159.html
Anno vero dominicæ incarnationi . dccc oviii o . indict' . xv a . et regni mei a Deo concessi . xii o .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0163.html
Anno dominice incarnacionis . dccc o . x o. Indictione . iii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0164.html
anno dominice incarnacionis . dccc o. viiii . Indictione . ii .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0164.html
anno dominicae incarnationis . dccc axi a . indictione . iiii a .|Indiction|Dating clause|https://aschart.kcl.ac.uk/charters/s0165.html
